ResourceID,card,source_field,Language
6b8d9430-4728-59ad-ad5a-ededf490c7ab,e73_Languages,taal 1,French (language)
8c147a36-6c26-5c50-bf49-28b59fecdc32,e73_Languages,taal 1,French (language)
19fb0985-b52d-5fab-92e6-4832973f7cf6,e73_Languages,taal 1,French (language)
a8315656-a3c8-5898-9664-34940557f73c,e73_Languages,taal 1,French (language)
19c6011d-fa16-573d-bc4d-d9ed95ef5d00,e73_Languages,taal 1,French (language)
27d89580-d763-5747-b4ef-ea57e1f9bae7,e73_Languages,taal 1,French (language)
26bdb372-13f5-5045-b8bb-8a4bf170a808,e73_Languages,taal 1,French (language)
fe6e893c-4481-5fc3-8ca2-8c327b8fa877,e73_Languages,taal 1,French (language)
e5350579-2c4c-5e61-9c0d-96f172461f13,e73_Languages,taal 1,French (language)
caedc02d-98af-5df0-b115-05fa4af8b542,e73_Languages,taal 1,French (language)
873c5dce-b0fa-55cd-827a-6d0be805ff78,e73_Languages,taal 1,French (language)
a0d3e6a7-e4da-54cc-a21b-bca9b42368ed,e73_Languages,taal 1,French (language)
1d24745c-a513-5871-9f42-da22bde4a729,e73_Languages,taal 1,French (language)
3fdbcbd1-7c07-5ab1-898f-a801b725f332,e73_Languages,taal 1,French (language)
d46ce080-e8fd-5a02-813b-8b50ffc5fdf7,e73_Languages,taal 1,French (language)
6c505d19-a5cb-527f-b2b9-0856d6bf885c,e73_Languages,taal 1,French (language)
b7db6ee2-c932-54f6-8d17-1a5f0072af65,e73_Languages,taal 1,French (language)
aa01bfb9-9eab-5bd0-bde4-5b896f37fbbd,e73_Languages,taal 1,French (language)
24b926b6-67a0-55d0-b4ac-bfa49ed458e6,e73_Languages,taal 1,French (language)
bd7f9a41-fa8d-5050-ad0e-83150ebdfdd9,e73_Languages,taal 1,French (language)
12e35ac9-a976-535c-9a89-181d834ca5f8,e73_Languages,taal 1,French (language)
4ff65a23-5ef8-533c-81a2-b80c4b56414b,e73_Languages,taal 1,French (language)
d99be688-c7c0-539c-991e-469a7b34419e,e73_Languages,taal 1,Dutch (language)
5a863b36-2117-537a-8424-e6f1d37442aa,e73_Languages,taal 1,French (language)
1f7334bb-c907-5cb8-b659-9cd2397fd3f9,e73_Languages,taal 1,French (language)
57f3b131-c76a-5fab-b1af-3a4147f021da,e73_Languages,taal 1,Dutch (language)
18b3b327-6d38-5131-a09d-fd5344915414,e73_Languages,taal 1,Dutch (language)
6d57a2c2-c58b-5b5c-863a-603e19dce4f6,e73_Languages,taal 1,French (language)
53433e1e-75ec-51d0-8fea-47d18fd8e247,e73_Languages,taal 1,Dutch (language)
74d257dd-b3e7-5fbc-8bac-f681eef78a6d,e73_Languages,taal 1,Dutch (language)
d6fd9065-8ea9-5ccd-9bb7-a1a9536c6fe9,e73_Languages,taal 1,Dutch (language)
e8eecd09-da95-5cd2-aa3d-c2c21c167127,e73_Languages,taal 1,French (language)
3cde1d79-2ebe-5ffe-bb6f-5f6529a5095b,e73_Languages,taal 1,French (language)
bcad9f22-a7c0-599f-97eb-4f29f50c3c42,e73_Languages,taal 1,French (language)
8cac3320-5d86-57a4-a532-7b93c72b3033,e73_Languages,taal 1,French (language)
d617b011-4f5f-512b-9006-a1520d788337,e73_Languages,taal 1,French (language)
dc142e50-a144-56fb-8d96-581ed8f589d9,e73_Languages,taal 1,French (language)
3f899a63-a092-5f32-bae5-efd7020a3622,e73_Languages,taal 1,French (language)
9ee49d8e-bb88-52d1-a7d8-4c99b765beec,e73_Languages,taal 1,French (language)
22824d20-5962-5c2b-ae50-ef14bad150ba,e73_Languages,taal 1,French (language)
a2fe4c80-9a32-56f1-af53-494b85c2dcae,e73_Languages,taal 1,French (language)
cda513a5-3da2-51f6-871d-423511427760,e73_Languages,taal 1,French (language)
c2097f8f-d92f-5262-8638-537988fb00f3,e73_Languages,taal 1,French (language)
2c4ce68d-8943-5b00-8d06-6fd299cd7e8e,e73_Languages,taal 1,French (language)
dcefef9a-3f76-549d-bf19-f532b201245e,e73_Languages,taal 1,French (language)
a464f88d-e3db-5c0b-be98-cbeec15c6c09,e73_Languages,taal 1,French (language)
731e7b57-0eed-5948-a541-e3bce6d9a48b,e73_Languages,taal 1,French (language)
6ce33e75-4eff-533a-b760-57f91150c8fe,e73_Languages,taal 1,French (language)
be486400-b768-57a8-ba1e-4fdd31c80093,e73_Languages,taal 1,French (language)
7e443f51-14f4-52bf-b824-cff2c2dadc7d,e73_Languages,taal 1,French (language)
6b68f61c-482c-5cc0-ad13-578817961e7a,e73_Languages,taal 1,French (language)
238b4fdc-f14a-542f-8ac5-c4f6b904d21f,e73_Languages,taal 1,French (language)
866a035b-bc57-52fd-be9c-c1eb636a1234,e73_Languages,taal 1,French (language)
6f2bbe64-b66b-5df7-b938-9e666fdcfda4,e73_Languages,taal 1,French (language)
a885329c-9c3a-57fd-bc94-9902015af3b1,e73_Languages,taal 1,French (language)
67ac27a0-a4b9-5755-b824-bccf4baa6cfd,e73_Languages,taal 1,French (language)
156d341e-1c42-54fa-912d-f1782bf6e48a,e73_Languages,taal 1,French (language)
6ebb4da3-b4c8-539f-b216-cba8967c054d,e73_Languages,taal 1,French (language)
e15afc13-1073-5fc7-a4e1-561b0b306d3f,e73_Languages,taal 1,French (language)
d06bfdc3-0d5b-5be1-ab70-833cad50e178,e73_Languages,taal 1,French (language)
bbf7e7a1-41a0-5ae5-8815-262a39237359,e73_Languages,taal 1,Dutch (language)
66ea9357-d378-58e5-921f-bd04f2d33e97,e73_Languages,taal 1,Dutch (language)
0a7e96b0-17c4-5afa-b889-fc29ba08134a,e73_Languages,taal 1,French (language)
d5d6d04a-3c6f-5cf5-b20c-4e9089a6b95e,e73_Languages,taal 1,French (language)
2eb11e87-e808-5071-8b02-f33017879bb2,e73_Languages,taal 1,French (language)
af743e9b-4297-5f1f-a785-a6927929ed2d,e73_Languages,taal 1,French (language)
78749910-6144-52af-b6ee-e47766b6724b,e73_Languages,taal 1,French (language)
63b7df8e-29b4-5fc4-b778-b3f8768e9236,e73_Languages,taal 1,French (language)
e07d6f6e-8952-5426-ae80-ec6a4021c377,e73_Languages,taal 1,French (language)
e65a32f4-a515-5c73-a47f-5f1a63a9802d,e73_Languages,taal 1,French (language)
dec1f43b-b117-5493-87d6-09e62dbd8386,e73_Languages,taal 1,French (language)
8ea94f41-6fc9-5971-9230-0fa6e5562dee,e73_Languages,taal 1,French (language)
889a91ce-2835-5283-ac4c-ca2d2047589c,e73_Languages,taal 1,French (language)
b57bcb9d-1ba9-5b74-8948-66bc7b24de6b,e73_Languages,taal 1,French (language)
edac7b9a-2cf4-509e-b7c9-9b75cecd8408,e73_Languages,taal 1,French (language)
d85e35ee-b302-5cf2-914b-b89646e47e4d,e73_Languages,taal 1,French (language)
ccb358d9-3fae-53ea-8cbe-da4c914b0bc4,e73_Languages,taal 1,French (language)
ab1f15a0-c10c-5cfa-b1e6-df9a2aa1f43d,e73_Languages,taal 1,French (language)
e0aeed50-fd4a-5fcb-a084-8107ba29c46f,e73_Languages,taal 1,French (language)
ed8b7793-330e-5073-990b-5477c9dbff5f,e73_Languages,taal 1,French (language)
125ee218-dad5-512b-8d91-f305b0e3bf08,e73_Languages,taal 1,French (language)
e6ac1d1b-9029-508a-bcb0-e852a108fd29,e73_Languages,taal 1,French (language)
37a33770-9d5e-5fe0-bcd0-72a8f0316b1a,e73_Languages,taal 1,French (language)
1cb19c20-5617-5b3e-a2fa-5938265573cf,e73_Languages,taal 1,French (language)
55515f6d-107a-59ef-9e04-8431b1d9ce0e,e73_Languages,taal 1,French (language)
ead68424-ba4b-5898-b10c-fca77f5ab892,e73_Languages,taal 1,French (language)
d1789e29-45d8-57f7-a540-45bd16838a6b,e73_Languages,taal 1,French (language)
6e865ead-b81f-5e86-8448-f7d61f7b55b1,e73_Languages,taal 1,French (language)
49f31b89-1554-5c0c-89f6-1a159e4d139e,e73_Languages,taal 1,French (language)
f5234e9e-ad9c-507c-995c-73503a3c50d0,e73_Languages,taal 1,French (language)
b2060412-d2aa-5063-a7ac-570aacf89d6f,e73_Languages,taal 1,French (language)
7f09ae85-a3bc-5833-9e1a-bd45b21eb107,e73_Languages,taal 1,French (language)
009c8c17-1313-586a-b503-fb0d7eebf193,e73_Languages,taal 1,French (language)
7702b412-09d6-518f-a3be-4e1b33fb253f,e73_Languages,taal 1,French (language)
1217c5f8-8919-5942-a198-4f93b6d748b4,e73_Languages,taal 1,French (language)
bd371f5e-7e95-5f8e-9abd-8c308b23e6a6,e73_Languages,taal 1,French (language)
6cc77023-8458-50a1-b234-4ca6ecdd7c6b,e73_Languages,taal 1,French (language)
b313288a-0515-5610-8a0f-8f35213d1189,e73_Languages,taal 1,French (language)
e8370f01-b169-5d68-ac47-988867ecf793,e73_Languages,taal 1,French (language)
d840018f-d35a-5cde-99a3-b396c87ffea1,e73_Languages,taal 1,French (language)
0172fce4-3b62-567b-9d81-2c8efef84959,e73_Languages,taal 1,French (language)
00216f28-d524-5d3f-a4db-6164351c9333,e73_Languages,taal 1,French (language)
39845ac7-66bb-5fe1-9171-3c85745eec29,e73_Languages,taal 1,French (language)
a3464732-3d12-5ad0-804e-016013f23651,e73_Languages,taal 1,French (language)
631c8e55-4210-5ecf-888a-f090d14d497e,e73_Languages,taal 1,French (language)
4e1e3d5e-872f-5a0b-8803-0afef89fbe90,e73_Languages,taal 1,French (language)
91a98934-4e2f-5130-a28f-14d1ba83918a,e73_Languages,taal 1,French (language)
11955483-148d-5c8d-9a61-9374fab73dd3,e73_Languages,taal 1,French (language)
bc867138-6525-5ef0-a1f0-bfbe40312943,e73_Languages,taal 1,French (language)
27e6b10d-b292-5f00-b298-1ed676bcd9e3,e73_Languages,taal 1,Dutch (language)
2aef6620-da02-5712-b1db-322575b20b81,e73_Languages,taal 1,French (language)
76bc601c-09b3-5082-a179-0dd652a735c7,e73_Languages,taal 1,French (language)
cdc7b96b-0ffe-52aa-b247-5136f58ebf1e,e73_Languages,taal 1,French (language)
c33c1fe3-9fc8-54c9-b342-c2965b64e6cb,e73_Languages,taal 1,French (language)
30fc4cd6-b7a5-5c38-ae84-b445be7080b1,e73_Languages,taal 1,French (language)
091fbdf1-e3dd-54b4-a07b-32e904098b3c,e73_Languages,taal 1,French (language)
d82f13c2-3433-5ae8-8aa0-b3a311e09e1a,e73_Languages,taal 1,French (language)
3532b018-901b-5585-bdb2-f264391e17e7,e73_Languages,taal 1,French (language)
5026cfe6-2087-5901-bbcc-51c8948bd6f0,e73_Languages,taal 1,French (language)
ae44095b-9cf5-5b9c-bd10-63b8611fa5a8,e73_Languages,taal 1,French (language)
6578f4a4-c724-5c21-afa2-434390e946d9,e73_Languages,taal 1,French (language)
7994412a-412f-59e1-b09c-e69535801af0,e73_Languages,taal 1,French (language)
611a95ca-ed61-5ce3-9f21-26045f29da2a,e73_Languages,taal 1,French (language)
1bbce537-ea68-5c9f-80a1-c61461fa70fb,e73_Languages,taal 1,Dutch (language)
cd80dcd1-da55-5239-822b-02c8689356d7,e73_Languages,taal 1,Dutch (language)
b9e1a5d0-5b5d-5068-9c34-2254724854a9,e73_Languages,taal 1,Dutch (language)
4001d8f0-5382-5f28-9700-3f7db795f7f1,e73_Languages,taal 1,French (language)
62f5f251-21e9-50bb-8489-35f2e4e53331,e73_Languages,taal 1,Dutch (language)
a200cfea-c06f-5957-9de5-3549fa8f31a2,e73_Languages,taal 1,Dutch (language)
57127102-4619-54a2-bf1f-69f2f4940133,e73_Languages,taal 1,Dutch (language)
8442432a-5504-5a81-a632-3fd678c5c179,e73_Languages,taal 1,French (language)
f0b4a05c-d92a-5126-b1d8-286bb51b80b8,e73_Languages,taal 1,French (language)
b4f639b4-233c-5127-a8c8-4a7bdf727761,e73_Languages,taal 1,French (language)
69cc7c18-5c86-5560-ac94-719e1dd44780,e73_Languages,taal 1,French (language)
03808884-afee-5054-a2a3-1b059849bf2f,e73_Languages,taal 1,French (language)
c7c6b4ed-6182-5ddb-947b-fe06453008f2,e73_Languages,taal 1,French (language)
b1b8441f-8492-506e-bbe6-7162e02e4d69,e73_Languages,taal 1,French (language)
b536b463-f914-575d-89f1-4cbc6ec45c5b,e73_Languages,taal 1,French (language)
19631c6e-0229-5c58-9e05-580e7e2e49a5,e73_Languages,taal 1,French (language)
e6718f2b-4096-528d-9261-c6ffc999ebee,e73_Languages,taal 1,Dutch (language)
09c6c931-c270-530a-9291-5e49ad8425d9,e73_Languages,taal 1,French (language)
c7088a16-ab16-5c15-8da4-30ab86188dbb,e73_Languages,taal 1,Dutch (language)
b7e69c62-ceb4-5cb4-8ea4-e0c03fca57a3,e73_Languages,taal 1,French (language)
8f238615-0cf6-5aed-8438-796a954fdce1,e73_Languages,taal 1,Dutch (language)
1121ac92-2963-5389-aa84-42ff3596ce82,e73_Languages,taal 1,French (language)
12f7b75b-1a54-592a-85ef-ffcbe4ff2b2f,e73_Languages,taal 1,French (language)
10b49974-32c4-5bf0-8af7-193afa0ec7dd,e73_Languages,taal 1,French (language)
020173d1-b0c6-5797-8367-c8d33d4e6ae6,e73_Languages,taal 1,French (language)
c91672e2-84e3-5c1d-87db-96fd1370ebdd,e73_Languages,taal 1,French (language)
449c0aee-d2a3-5eb5-8f6a-deae723fc74b,e73_Languages,taal 1,Dutch (language)
e7c637a8-bc2c-5be0-ae18-3c59368fe5e5,e73_Languages,taal 1,French (language)
7fda0d74-eb77-58e4-bf10-312b9f420497,e73_Languages,taal 1,French (language)
87dc50db-e844-5e5b-9642-b712f9f694a1,e73_Languages,taal 1,French (language)
2a2dc202-a083-5878-9b42-c617d79ec4bc,e73_Languages,taal 1,French (language)
ee7cff5c-2dd4-5473-bd17-5d4538219df6,e73_Languages,taal 1,French (language)
9ab7708c-e640-5070-a4f5-3bbe51526a59,e73_Languages,taal 1,French (language)
e53bfa3a-3afe-504b-8974-fb14424d9100,e73_Languages,taal 1,Dutch (language)
c9f2dde6-cc66-5fb7-8a7c-43def96163d0,e73_Languages,taal 1,French (language)
0e296990-5883-57e1-bd65-cf4ae10bbb34,e73_Languages,taal 1,Dutch (language)
fb180234-098d-52ed-899c-90a6b943eb43,e73_Languages,taal 1,French (language)
2c34699a-96f5-53f8-ae25-8e9fc5397f9e,e73_Languages,taal 1,French (language)
050e187c-3ac9-5421-a575-faf67c2f6248,e73_Languages,taal 1,French (language)
aa12d579-1e92-53f5-ada1-b1fcd66cb519,e73_Languages,taal 1,French (language)
705ea17b-8c60-59e6-8e00-17bb2111c97e,e73_Languages,taal 1,Dutch (language)
b7feb956-2750-5cf1-9ada-53de14eeb150,e73_Languages,taal 1,French (language)
341c5c53-a229-50d6-a422-11cd8a2318a9,e73_Languages,taal 1,French (language)
d5263ae1-5075-556f-bdfc-2c6d983d8dce,e73_Languages,taal 1,French (language)
356cb8ac-830b-5486-a6f0-e533c16a7780,e73_Languages,taal 1,Dutch (language)
abbb0b80-d1bc-571b-ab5c-7c349a5d74dd,e73_Languages,taal 1,French (language)
a14117bb-b256-56f3-bac5-68944cf8295b,e73_Languages,taal 1,French (language)
2363d28f-23e9-52c5-be73-7549d9a742fb,e73_Languages,taal 1,French (language)
350c6208-48c2-5e28-a6ca-70e777fdbd06,e73_Languages,taal 1,French (language)
708c9e12-d1a7-58d8-8590-a844a531aa41,e73_Languages,taal 1,French (language)
01f8d216-801f-56db-afe0-ebf8dca0b110,e73_Languages,taal 1,French (language)
b681c539-a131-5710-997a-c64a51d401bc,e73_Languages,taal 1,French (language)
6a4e5571-d4e4-5f85-be32-fa752052a6b4,e73_Languages,taal 1,French (language)
bb63a507-e880-5bd5-9c7f-4c0958851a7d,e73_Languages,taal 1,French (language)
86d1642a-d227-51e8-a001-8bc9a8cd6c07,e73_Languages,taal 1,French (language)
a7f5b7c0-3a61-5179-bc87-d6cb7a3f0e30,e73_Languages,taal 1,French (language)
98266938-d24c-531c-8f9a-079992c33020,e73_Languages,taal 1,French (language)
ad97ad6e-c757-5985-8c96-0b23bd00a5be,e73_Languages,taal 1,French (language)
f5b999d6-0744-5566-a273-5a24885c17a5,e73_Languages,taal 1,French (language)
95805525-da95-5f7b-b541-26c40390955e,e73_Languages,taal 1,French (language)
6994f87c-cd1d-5da4-8eb0-cc5007c066f1,e73_Languages,taal 1,French (language)
9285e1d8-9df4-5089-9f0e-b55a847a03c9,e73_Languages,taal 1,French (language)
9ac3218c-f4ac-51c3-876b-7920e36c8738,e73_Languages,taal 1,French (language)
a7ec98cf-8afd-59c4-833d-de00df6604af,e73_Languages,taal 1,French (language)
acb63ea9-0d0d-52ef-b148-6522d9bc9f8f,e73_Languages,taal 1,French (language)
b90429b7-0b16-58ec-8684-cab4b039cb7d,e73_Languages,taal 1,French (language)
cba6a5c5-3821-515b-b5ee-15c7da1c9562,e73_Languages,taal 1,French (language)
eb7a5e6a-a618-554f-90fa-1447fdccbb03,e73_Languages,taal 1,French (language)
dd72d295-add7-540c-bddd-bea9b2e7582e,e73_Languages,taal 1,French (language)
b35a54de-5609-580f-b909-34872cbce260,e73_Languages,taal 1,French (language)
c8e835e5-ff3d-5984-9628-af1b1156d443,e73_Languages,taal 1,French (language)
c7e7b47d-d1aa-58a9-acf1-d62c51e312be,e73_Languages,taal 1,French (language)
a85c2887-cd5f-5a10-9bf3-d770cc130dba,e73_Languages,taal 1,French (language)
10b21234-efa8-591a-8a3a-2065900e0722,e73_Languages,taal 1,French (language)
39628433-ea67-501c-8323-2b85f995562f,e73_Languages,taal 1,French (language)
f852791d-0a79-57c2-b98e-5d735f6d903f,e73_Languages,taal 1,Italian (language)
0f3f8231-8178-5622-b5f4-30a3bd9a24be,e73_Languages,taal 1,French (language)
eae7745a-9f9c-5e6c-9cc3-5e9a1d0b4825,e73_Languages,taal 1,French (language)
c2f2bae1-a67b-513f-b735-cb3d5b36eb63,e73_Languages,taal 1,French (language)
bbd62327-a257-5e38-b790-ab53a462d876,e73_Languages,taal 1,French (language)
ab07241e-2ffd-56cf-8d97-168c23b93822,e73_Languages,taal 1,French (language)
a3ec9d01-bfe2-501f-8b82-2a146fc11a66,e73_Languages,taal 1,French (language)
f7e41eb2-650d-5bfa-a46e-14fd00fa7489,e73_Languages,taal 1,French (language)
6e37c57a-1e06-5e63-a473-510ab3bb0a35,e73_Languages,taal 1,French (language)
3bb8c58c-8350-5b76-b227-1ec229458ba3,e73_Languages,taal 1,French (language)
8772c092-86ca-5dc7-82b0-279d2069de5c,e73_Languages,taal 1,French (language)
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_Languages,taal 1,French (language)
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_Languages,taal 1,French (language)
df144541-89d0-50b2-8965-5fb50b6c626a,e73_Languages,taal 1,French (language)
ebe70d5d-b5b0-532e-994e-de0767490b19,e73_Languages,taal 1,French (language)
ac0d947a-e390-5e4a-a16e-164b1e318e90,e73_Languages,taal 1,French (language)
0a28e3e5-0fc1-55bf-b30c-ad8b8ba19028,e73_Languages,taal 1,French (language)
7d0d3e88-fa57-5e0f-a3f5-8c31fbaa3e72,e73_Languages,taal 1,French (language)
74c3444f-391c-5fea-93f6-88c1013d67bf,e73_Languages,taal 1,French (language)
8539b6ab-9502-5542-91b2-a9a99e904866,e73_Languages,taal 1,French (language)
a4db1691-7305-556a-a80b-111fe5659ca1,e73_Languages,taal 1,French (language)
96cdacf0-daaa-5df7-9646-5c8a8748d0bc,e73_Languages,taal 1,French (language)
de15d54b-deb1-5540-8fe5-6f51fc0f3faf,e73_Languages,taal 1,French (language)
4dd9e4ee-5d33-5130-b205-c1b62e3029a9,e73_Languages,taal 1,Dutch (language)
67a46e95-ff2d-5a55-9ac6-3fb092124d86,e73_Languages,taal 1,French (language)
ea6a606a-c13b-5bbb-8cef-edb807c8a3e5,e73_Languages,taal 1,German (language)
f9e063d5-1c10-59ce-b661-a299085984ad,e73_Languages,taal 1,Dutch (language)
fbb016bc-1a0f-5f56-bed6-20a51114a875,e73_Languages,taal 1,French (language)
d794ee7f-33f9-5ab7-8bfa-6ecefd6e8907,e73_Languages,taal 1,French (language)
32fd38dd-c32e-5666-98c3-af02b6d2dd6c,e73_Languages,taal 1,Italian (language)
5df19739-a873-54dc-8374-e83e0cae57c9,e73_Languages,taal 1,German (language)
ae74acd9-8bcd-5496-84ed-08b49bee6b20,e73_Languages,taal 1,German (language)
dac4d139-da7e-5c97-b95c-9b077b1a850f,e73_Languages,taal 1,German (language)
5b660a87-9471-5067-a04d-4672a4ca6525,e73_Languages,taal 1,Italian (language)
a704eae3-9812-58cd-acdf-3cf49f4103fd,e73_Languages,taal 1,German (language)
edb93c50-a761-56e8-9b39-e2a2ae4f379c,e73_Languages,taal 1,German (language)
