resourceinstanceidfrom,resourceinstanceidto,relationshiptype,datestarted,dateended,notes
e675c9d2-e8d6-52ab-b8d6-3fa65626c2ee,2549e1c3-5b35-4373-be24-2471c749dbc5,is related to,,,
b7844246-831e-5339-bb8e-494ce76fca52,3ac037a4-4165-4989-b68b-7a4d2d9177c4,is related to,,,
00d08c3f-d02d-5604-bcb4-b1036cf771a6,4fd76eeb-db9b-45e3-9720-02fbdf95ac50,is related to,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,4fee1794-f473-4314-bd99-9fd153436048,is related to,,,
251d4f80-80c8-5190-a8e5-e63866de74cd,57907e61-ccf6-4218-b7ba-74128ec1e981,is related to,,,
ad8839e6-3553-5f26-9c38-c52a8ec05cb8,58f12847-9d58-4e1a-a9c9-f1802bb50ce2,is related to,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,6984b975-6047-4f91-985d-92646ad8ffa9,is related to,,,
c008cae5-11d7-55fc-a4da-bfa7b15b2cd7,6fd97c31-66a3-4670-879c-6d0b12b3f4b0,is related to,,,
f2a88090-8fa8-59c3-a946-6065c95ecdcb,92f31bf5-7ef9-4edb-a400-72afa7d9dd23,is related to,,,
8386be2c-d073-50f9-b5c8-923ae1460715,9a3696ee-02b7-495e-901e-80a46b877211,is related to,,,
6e00a7bd-8a35-5967-8fa7-543a30c85074,9b6b54b6-4eb7-48f6-8482-def76156f647,is related to,,,
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,b0612001-20b9-4d25-a491-736c946d5cf2,is related to,,,
92b6bc82-97d3-511b-b41e-09c0ea48083e,c5f02921-00a6-460d-b371-9b186337d9d2,is related to,,,
5edba65c-caf2-5dc7-9e43-46f5e4ddcb0a,cc830c93-05cd-408a-a177-e3f8ff3a4059,is related to,,,
74b9c944-ebb8-5b59-8018-fd6f0bdd6a26,d0ed82e8-e74a-494a-ab45-5e5c98056781,is related to,,,
f9f1deb6-85f5-53d9-b775-253f66648d52,e8a7e835-cbdc-406e-8db2-e1781089b7cf,is related to,,,
7179bdd9-690d-53ab-a1bf-99848c8138b2,ed5d4a47-be0e-48a6-bfd3-dda40797806a,is related to,,,
b352a12a-d714-52f2-894d-3f3bd5481d42,f8b68803-a468-4679-b887-fc4547639a88,is related to,,,
ac9d2a5c-033f-511c-a651-d32fc8b9cb89,fcf8393a-52a2-4211-bf0a-6e75c85f4f10,is related to,,,
